key,flaming,smoldering,residual,total
group-2;very wet;moist;very wet,[35031617.19388752],[3750664.13265417],[45800.],[38828081.32654168]
group-2;very wet;wet;very dry,[36887297.19388752],[16740424.13265417],[3757160.],[57384881.32654168]
group-2;very wet;wet;dry,[36152897.19388752],[11599624.13265417],[2288360.],[50040881.32654168]
group-2;very wet;wet;moderate,[35418497.19388752],[6458824.13265417],[819560.],[42696881.32654168]
group-2;very wet;wet;moist,[35031617.19388752],[3750664.13265417],[45800.],[38828081.32654168]
group-2;very wet;wet;wet,[35031617.19388752],[3750664.13265417],[45800.],[38828081.32654168]
group-2;very wet;wet;very wet,[35031617.19388752],[3750664.13265417],[45800.],[38828081.32654168]
group-2;very wet;very wet;very dry,[36887297.19388752],[16740424.13265417],[3757160.],[57384881.32654168]
group-2;very wet;very wet;dry,[36152897.19388752],[11599624.13265417],[2288360.],[50040881.32654168]
group-2;very wet;very wet;moderate,[35418497.19388752],[6458824.13265417],[819560.],[42696881.32654168]
group-2;very wet;very wet;moist,[35031617.19388752],[3750664.13265417],[45800.],[38828081.32654168]
group-2;very wet;very wet;wet,[35031617.19388752],[3750664.13265417],[45800.],[38828081.32654168]
group-2;very wet;very wet;very wet,[35031617.19388752],[3750664.13265417],[45800.],[38828081.32654168]
